tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1994-428,Tokyo Indoor,Carpet,48,A,19941010,028,101774,4,,Todd Martin,R,198,USA,24.257357974,7,2477,101900,,,Nicklas Kulti,R,190,SWE,23.4688569473,86,549,3-6 6-2 6-2,3,R32,93,12,2,76,48,34,15,13,0,2,6,2,69,35,28,13,12,2,6
1994-428,Tokyo Indoor,Carpet,48,A,19941010,029,102198,,Q,Paul Kilderry,R,175,AUS,21.4976043806,230,169,102158,7,,Patrick Rafter,R,185,AUS,21.7823408624,22,1247,6-3 6-2,3,R32,65,2,0,58,32,23,19,9,5,5,8,7,54,25,19,12,8,5,8
1994-428,Tokyo Indoor,Carpet,48,A,19941010,030,101797,10,,Jacco Eltingh,R,188,NED,24.1149897331,34,977,101711,,,Alex Obrien,R,185,USA,24.5941136208,82,556,6-4 7-5,3,R32,73,13,3,61,42,37,10,11,5,5,7,0,63,39,29,14,11,6,8
1994-428,Tokyo Indoor,Carpet,48,A,19941010,031,101890,16,,Jonathan Stark,R,188,USA,23.5208761123,45,835,100923,,,Wally Masur,R,180,AUS,31.4113620808,136,332,6-3 6-4,3,R32,70,9,3,61,33,28,17,10,4,4,4,1,49,35,28,7,9,2,4
1994-428,Tokyo Indoor,Carpet,48,A,19941010,032,102235,,Q,Tommy Ho,L,183,USA,21.3141683778,145,312,101843,2,,Sergi Bruguera,R,188,ESP,23.7316906229,4,2727,6-7(4) 6-2 7-6(1),3,R32,116,7,2,94,57,45,21,16,2,5,6,2,106,72,47,15,16,5,10
1994-428,Tokyo Indoor,Carpet,48,A,19941010,033,101964,1,,Goran Ivanisevic,L,193,CRO,23.0746064339,2,3125,102257,,,Greg Rusedski,L,193,GBR,21.0924024641,57,740,5-7 7-6(5) 6-4,3,R16,97,20,2,97,72,57,15,17,2,3,25,7,100,55,49,24,17,4,5
1994-428,Tokyo Indoor,Carpet,48,A,19941010,034,101990,9,,Richard Krajicek,R,196,NED,22.8446269678,19,1319,101235,8,,Paul Haarhuis,R,188,NED,28.6379192334,31,1035,6-4 7-6(5),3,R16,82,14,3,67,36,34,17,11,0,0,1,0,86,69,48,8,11,5,6
1994-428,Tokyo Indoor,Carpet,48,A,19941010,035,101222,3,,Stefan Edberg,R,188,SWE,28.7227926078,5,2642,101185,13,,Mark Woodforde,L,188,AUS,29.0458590007,40,875,6-4 6-4,3,R16,76,6,1,63,45,32,10,10,5,6,3,2,59,30,20,17,10,2,5
1994-428,Tokyo Indoor,Carpet,48,A,19941010,036,101601,,,Brett Steven,R,185,NZL,25.453798768,110,439,101249,,,Andrei Olhovskiy,R,185,RUS,28.4873374401,80,568,6-3 3-6 7-6(4),3,R16,106,7,4,81,49,41,11,15,2,5,5,5,106,65,46,20,15,10,13
1994-428,Tokyo Indoor,Carpet,48,A,19941010,037,102021,6,,Michael Chang,R,175,USA,22.6310746064,9,2277,101889,,WC,Todd Woodbridge,R,178,AUS,23.523613963,104,456,3-6 6-4 6-3,3,R16,116,7,0,76,41,31,20,14,1,4,6,1,101,67,44,17,14,10,14
1994-428,Tokyo Indoor,Carpet,48,A,19941010,038,101774,4,,Todd Martin,R,198,USA,24.257357974,7,2477,101381,14,,Aaron Krickstein,R,183,USA,27.189596167,39,877,7-6(0) 0-6 6-4,3,R16,109,14,4,85,44,34,21,14,4,8,8,2,108,74,47,17,14,11,13
1994-428,Tokyo Indoor,Carpet,48,A,19941010,039,101797,10,,Jacco Eltingh,R,188,NED,24.1149897331,34,977,102198,,Q,Paul Kilderry,R,175,AUS,21.4976043806,230,169,4-6 7-5 7-6(5),3,R16,122,16,4,104,65,56,15,17,3,6,6,0,110,71,48,22,17,5,8
1994-428,Tokyo Indoor,Carpet,48,A,19941010,040,101890,16,,Jonathan Stark,R,188,USA,23.5208761123,45,835,102235,,Q,Tommy Ho,L,183,USA,21.3141683778,145,312,6-4 7-6(3),3,R16,91,12,6,74,44,36,11,11,6,8,3,3,78,48,28,16,11,5,8
1994-428,Tokyo Indoor,Carpet,48,A,19941010,041,101964,1,,Goran Ivanisevic,L,193,CRO,23.0746064339,2,3125,101990,9,,Richard Krajicek,R,196,NED,22.8446269678,19,1319,7-6(1) 7-6(6),3,QF,75,16,3,72,41,37,23,12,0,0,18,5,86,51,42,18,12,6,6
1994-428,Tokyo Indoor,Carpet,48,A,19941010,042,101222,3,,Stefan Edberg,R,188,SWE,28.7227926078,5,2642,101601,,,Brett Steven,R,185,NZL,25.453798768,110,439,6-4 6-3,3,QF,70,1,4,58,34,28,16,10,2,2,3,0,60,43,31,5,9,4,6
1994-428,Tokyo Indoor,Carpet,48,A,19941010,043,102021,6,,Michael Chang,R,175,USA,22.6310746064,9,2277,101774,4,,Todd Martin,R,198,USA,24.257357974,7,2477,6-3 7-6(6),3,QF,80,9,0,65,45,37,11,11,0,1,7,0,65,40,26,15,10,4,6
1994-428,Tokyo Indoor,Carpet,48,A,19941010,044,101797,10,,Jacco Eltingh,R,188,NED,24.1149897331,34,977,101890,16,,Jonathan Stark,R,188,USA,23.5208761123,45,835,6-2 7-6(1),3,QF,74,11,3,62,42,37,10,10,2,2,12,3,66,44,28,13,10,3,5
1994-428,Tokyo Indoor,Carpet,48,A,19941010,045,101964,1,,Goran Ivanisevic,L,193,CRO,23.0746064339,2,3125,101222,3,,Stefan Edberg,R,188,SWE,28.7227926078,5,2642,6-4 6-4,3,SF,65,9,3,57,29,26,17,10,2,2,2,2,62,31,18,21,10,5,7
1994-428,Tokyo Indoor,Carpet,48,A,19941010,046,102021,6,,Michael Chang,R,175,USA,22.6310746064,9,2277,101797,10,,Jacco Eltingh,R,188,NED,24.1149897331,34,977,6-3 6-4,3,SF,67,8,0,51,32,28,11,9,2,2,9,3,58,39,33,3,10,3,6
1994-428,Tokyo Indoor,Carpet,48,A,19941010,047,101964,1,,Goran Ivanisevic,L,193,CRO,23.0746064339,2,3125,102021,6,,Michael Chang,R,175,USA,22.6310746064,9,2277,6-4 6-4,3,F,76,11,4,56,33,28,11,10,1,2,7,1,74,46,32,10,10,8,11
1994-429,Stockholm Masters,Carpet,48,M,19941024,001,101888,,Q,Daniel Vacek,R,190,CZE,23.5646817248,53,711,101475,,,Carlos Costa,R,183,ESP,26.5051334702,20,1294,6-3 6-7(7) 6-1,3,R64,98,8,6,98,60,46,22,15,2,2,1,3,78,51,36,16,13,3,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,002,101377,,Q,Christian Bergstrom,R,180,SWE,27.266255989,113,440,101889,,Q,Todd Woodbridge,R,178,AUS,23.5619438741,96,498,7-6(2) 6-1,3,R64,82,6,4,71,40,31,14,10,3,5,4,3,56,30,19,9,9,1,5
1994-429,Stockholm Masters,Carpet,48,M,19941024,003,102158,,,Patrick Rafter,R,185,AUS,21.8206707734,22,1252,101727,,,Jason Stoltenberg,R,185,AUS,24.5557837098,21,1276,7-6(3) 6-4,3,R64,77,4,1,65,44,38,12,11,2,2,3,9,69,35,26,19,11,2,3
1994-429,Stockholm Masters,Carpet,48,M,19941024,004,101723,,,Magnus Larsson,R,193,SWE,24.5831622177,28,1066,101735,,Q,Richard Fromberg,R,196,AUS,24.4900752909,54,708,6-1 7-6(7),3,R64,76,6,1,74,48,37,15,10,2,2,7,6,64,35,27,12,9,2,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,005,102358,,,Thomas Enqvist,R,190,SWE,20.6160164271,66,651,101434,,,Petr Korda,L,190,CZE,26.7515400411,19,1317,4-6 6-3 6-4,3,R64,92,12,2,92,60,46,13,15,7,10,7,7,78,38,29,19,14,3,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,006,101334,,,Alexander Volkov,L,188,RUS,27.6440793977,41,863,101511,,,Horst Skoff,R,175,AUT,26.1711156742,45,802,6-4 6-1,3,R64,59,6,1,46,25,18,14,9,0,1,5,3,58,33,18,11,8,3,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,007,101230,,,Andrei Chesnokov,R,188,RUS,28.7227926078,33,926,101463,,,Bernd Karbacher,R,185,GER,26.5571526352,29,1065,7-6(6) 6-3,3,R64,94,8,1,75,47,35,17,11,1,1,5,4,87,52,40,15,10,7,8
1994-429,Stockholm Masters,Carpet,48,M,19941024,008,101191,,,Richey Reneberg,R,180,USA,29.0513347023,37,878,101613,,,Malivai Washington,R,180,USA,25.3442847365,23,1247,6-4 3-6 6-3,3,R64,109,13,4,89,51,41,20,14,3,4,10,3,95,55,36,23,14,4,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,009,102588,,Q,Lars Rehmann,R,196,GER,19.4277891855,148,315,102035,,WC,Jonas Bjorkman,R,183,SWE,22.5872689938,50,763,4-6 6-3 6-4,3,R64,102,7,3,97,62,46,14,15,8,11,6,4,74,42,30,16,14,3,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,010,101098,,,Guy Forget,L,190,FRA,29.8015058179,49,771,101381,,,Aaron Krickstein,R,183,USA,27.227926078,36,889,6-7(5) 6-4 6-2,3,R64,109,30,2,93,46,39,29,15,7,8,3,0,83,48,31,24,15,3,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,011,101589,,,Arnaud Boetsch,R,183,FRA,25.5633127995,32,1005,101373,,,Karsten Braasch,L,180,GER,27.279945243,48,789,4-6 6-3 6-2,3,R64,92,3,2,71,40,35,20,14,2,3,4,4,92,53,38,16,13,6,9
1994-429,Stockholm Masters,Carpet,48,M,19941024,012,101185,,,Mark Woodforde,L,188,AUS,29.0841889117,34,892,101439,,,Javier Sanchez,R,178,ESP,26.726899384,42,863,6-2 6-2,3,R64,52,5,2,40,20,20,14,8,0,0,3,5,57,35,23,6,8,7,11
1994-429,Stockholm Masters,Carpet,48,M,19941024,013,101609,,,David Wheaton,R,193,USA,25.3935660507,35,889,101298,,Q,Jonas Svensson,R,188,SWE,28.0082135524,128,363,7-6(8) 6-2,3,R64,93,12,2,69,43,34,13,10,6,7,3,3,75,45,26,15,10,2,5
1994-429,Stockholm Masters,Carpet,48,M,19941024,014,101900,,WC,Nicklas Kulti,R,190,SWE,23.5071868583,89,529,101611,,,Cedric Pioline,R,188,FRA,25.3579739904,43,834,6-2 2-6 7-5,3,R64,115,9,1,90,43,32,25,14,3,5,2,2,95,57,37,20,14,8,11
1994-429,Stockholm Masters,Carpet,48,M,19941024,015,102247,,,Andrea Gaudenzi,R,183,ITA,21.234770705,24,1110,101409,,,Jaime Yzaga,R,170,PER,27.0034223135,30,1038,6-3 6-1,3,R64,53,4,2,42,29,23,10,8,0,0,4,5,52,22,16,9,8,2,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,016,101659,,WC,Jan Apell,L,183,SWE,24.9691991786,83,550,101510,,WC,Henrik Holm,R,183,SWE,26.1711156742,63,678,6-2 6-4,3,R64,69,4,2,65,38,27,18,9,4,4,4,6,61,24,19,17,9,2,5
1994-429,Stockholm Masters,Carpet,48,M,19941024,017,101948,1,,Pete Sampras,R,185,USA,23.2005475702,1,4740,101888,,Q,Daniel Vacek,R,190,CZE,23.5646817248,53,711,7-6(6) 6-1,3,R32,66,9,1,57,34,26,15,9,4,5,9,6,67,41,31,6,10,4,8
1994-429,Stockholm Masters,Carpet,48,M,19941024,018,101820,15,,Marc Rosset,R,201,SUI,23.961670089,15,1660,101377,,Q,Christian Bergstrom,R,180,SWE,27.266255989,113,440,6-4 6-4,3,R32,74,17,6,62,35,32,13,10,4,4,1,3,69,42,33,9,10,5,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,019,101965,10,,Wayne Ferreira,R,185,RSA,23.1074606434,11,2115,102158,,,Patrick Rafter,R,185,AUS,21.8206707734,22,1252,3-6 6-2 6-1,3,R32,81,6,4,80,51,38,13,12,4,6,0,2,62,36,21,11,12,2,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,020,101723,,,Magnus Larsson,R,193,SWE,24.5831622177,28,1066,102021,7,,Michael Chang,R,175,USA,22.6694045175,7,2466,6-4 6-3,3,R32,70,2,2,54,28,21,17,9,3,4,1,0,67,34,22,14,10,5,9
1994-429,Stockholm Masters,Carpet,48,M,19941024,021,101529,3,,Michael Stich,R,193,GER,26.0150581793,3,3189,102358,,,Thomas Enqvist,R,190,SWE,20.6160164271,66,651,6-7(6) 6-4 6-4,3,R32,118,17,7,104,60,49,22,16,5,6,8,8,111,61,49,22,16,2,5
1994-429,Stockholm Masters,Carpet,48,M,19941024,022,101793,13,,Jim Courier,R,185,USA,24.1861738535,14,1909,101334,,,Alexander Volkov,L,188,RUS,27.6440793977,41,863,6-1 6-4,3,R32,60,5,1,46,24,21,13,9,0,1,3,3,47,23,14,11,8,2,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,023,101230,,,Andrei Chesnokov,R,188,RUS,28.7227926078,33,926,102446,12,,Andrei Medvedev,R,193,UKR,20.1478439425,12,2080,6-2 2-6 7-5,3,R32,93,7,3,78,47,34,13,14,4,8,4,3,94,62,39,14,14,12,17
1994-429,Stockholm Masters,Carpet,48,M,19941024,024,101414,6,,Boris Becker,R,190,GER,26.9212867899,6,2533,101191,,,Richey Reneberg,R,180,USA,29.0513347023,37,878,7-6(3) 6-1,3,R32,76,21,5,66,39,33,16,10,0,0,3,3,67,34,26,13,9,4,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,025,101222,5,,Stefan Edberg,R,188,SWE,28.7611225188,5,2697,102588,,Q,Lars Rehmann,R,196,GER,19.4277891855,148,315,6-4 7-5,3,R32,76,6,3,57,38,31,8,11,1,3,3,6,81,50,37,9,11,6,10
1994-429,Stockholm Masters,Carpet,48,M,19941024,026,102338,11,,Yevgeny Kafelnikov,R,190,RUS,20.6789869952,13,1981,101098,,,Guy Forget,L,190,FRA,29.8015058179,49,771,7-6(4) 6-4,3,R32,77,3,3,64,31,26,21,11,3,4,6,3,69,37,26,17,11,2,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,027,101589,,,Arnaud Boetsch,R,183,FRA,25.5633127995,32,1005,101404,14,,Thomas Muster,L,180,AUT,27.06091718,16,1616,7-6(1) 6-1,3,R32,67,7,2,58,40,30,9,9,3,5,2,4,64,30,19,15,10,1,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,028,101843,4,,Sergi Bruguera,R,188,ESP,23.7700205339,4,2727,101185,,,Mark Woodforde,L,188,AUS,29.0841889117,34,892,6-3 7-6(4),3,R32,88,6,2,75,46,30,15,11,1,4,2,6,73,35,25,16,10,4,8
1994-429,Stockholm Masters,Carpet,48,M,19941024,029,101774,8,,Todd Martin,R,198,USA,24.295687885,10,2312,101609,,,David Wheaton,R,193,USA,25.3935660507,35,889,3-6 6-3 6-3,3,R32,96,12,2,72,46,38,14,13,2,3,13,7,85,50,40,13,14,1,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,030,101736,9,,Andre Agassi,R,180,USA,24.4873374401,8,2417,101900,,WC,Nicklas Kulti,R,190,SWE,23.5071868583,89,529,0-6 7-5 6-3,3,R32,97,3,1,88,50,32,18,14,8,13,13,2,78,34,29,17,13,4,8
1994-429,Stockholm Masters,Carpet,48,M,19941024,031,102247,,,Andrea Gaudenzi,R,183,ITA,21.234770705,24,1110,101990,16,,Richard Krajicek,R,196,NED,22.8829568789,18,1354,6-4 1-6 6-3,3,R32,76,5,1,75,56,40,10,13,2,4,14,3,78,44,36,16,13,2,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,032,101964,2,,Goran Ivanisevic,L,193,CRO,23.112936345,2,3317,101659,,WC,Jan Apell,L,183,SWE,24.9691991786,83,550,6-7(8) 7-5 6-4,3,R32,109,32,7,124,68,57,29,17,7,7,12,2,111,70,55,23,17,2,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,033,101948,1,,Pete Sampras,R,185,USA,23.2005475702,1,4740,101820,15,,Marc Rosset,R,201,SUI,23.961670089,15,1660,W/O,3,R16,,,,,,,,,,,,,,,,,,,
1994-429,Stockholm Masters,Carpet,48,M,19941024,034,101723,,,Magnus Larsson,R,193,SWE,24.5831622177,28,1066,101965,10,,Wayne Ferreira,R,185,RSA,23.1074606434,11,2115,6-1 6-2,3,R16,53,3,1,54,38,28,9,8,2,2,0,3,44,26,16,5,7,3,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,035,101529,3,,Michael Stich,R,193,GER,26.0150581793,3,3189,101793,13,,Jim Courier,R,185,USA,24.1861738535,14,1909,7-5 6-3,3,R16,84,6,1,66,43,34,13,11,4,4,1,0,58,37,27,11,10,3,5
1994-429,Stockholm Masters,Carpet,48,M,19941024,036,101414,6,,Boris Becker,R,190,GER,26.9212867899,6,2533,101230,,,Andrei Chesnokov,R,188,RUS,28.7227926078,33,926,6-4 6-3,3,R16,60,9,2,44,30,28,8,9,0,0,5,7,64,34,24,13,10,5,8
1994-429,Stockholm Masters,Carpet,48,M,19941024,037,102338,11,,Yevgeny Kafelnikov,R,190,RUS,20.6789869952,13,1981,101222,5,,Stefan Edberg,R,188,SWE,28.7611225188,5,2697,7-6(4) 6-2,3,R16,80,2,4,71,31,27,21,10,3,4,6,7,72,36,22,19,10,3,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,038,101843,4,,Sergi Bruguera,R,188,ESP,23.7700205339,4,2727,101589,,,Arnaud Boetsch,R,183,FRA,25.5633127995,32,1005,6-4 6-2,3,R16,66,3,1,53,32,24,11,9,1,2,1,3,56,27,13,17,9,2,6
1994-429,Stockholm Masters,Carpet,48,M,19941024,039,101736,9,,Andre Agassi,R,180,USA,24.4873374401,8,2417,101774,8,,Todd Martin,R,198,USA,24.295687885,10,2312,6-7(4) 6-4 6-1,3,R16,124,2,7,106,66,53,18,15,6,6,19,5,94,57,41,19,14,5,8
1994-429,Stockholm Masters,Carpet,48,M,19941024,040,101964,2,,Goran Ivanisevic,L,193,CRO,23.112936345,2,3317,102247,,,Andrea Gaudenzi,R,183,ITA,21.234770705,24,1110,7-5 6-3,3,R16,70,20,8,70,35,33,17,11,2,2,1,0,63,37,25,15,10,7,9
1994-429,Stockholm Masters,Carpet,48,M,19941024,041,101948,1,,Pete Sampras,R,185,USA,23.2005475702,1,4740,101723,,,Magnus Larsson,R,193,SWE,24.5831622177,28,1066,6-1 6-4,3,QF,57,6,2,41,20,20,16,9,0,0,3,1,48,26,18,9,8,1,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,042,101414,6,,Boris Becker,R,190,GER,26.9212867899,6,2533,101529,3,,Michael Stich,R,193,GER,26.0150581793,3,3189,7-6(3) 6-3,3,QF,83,9,5,72,42,35,18,11,4,4,3,3,58,33,27,16,10,2,3
1994-429,Stockholm Masters,Carpet,48,M,19941024,043,102338,11,,Yevgeny Kafelnikov,R,190,RUS,20.6789869952,13,1981,101843,4,,Sergi Bruguera,R,188,ESP,23.7700205339,4,2727,6-7(4) 6-4 6-2,3,QF,125,6,3,116,65,43,28,15,14,17,10,6,107,61,41,17,15,5,11
1994-429,Stockholm Masters,Carpet,48,M,19941024,044,101964,2,,Goran Ivanisevic,L,193,CRO,23.112936345,2,3317,101736,9,,Andre Agassi,R,180,USA,24.4873374401,8,2417,6-1 3-6 7-6(8),3,QF,93,22,5,84,43,37,24,14,1,3,10,1,86,52,36,19,14,2,5
1994-429,Stockholm Masters,Carpet,48,M,19941024,045,101414,6,,Boris Becker,R,190,GER,26.9212867899,6,2533,101948,1,,Pete Sampras,R,185,USA,23.2005475702,1,4740,6-4 6-4,3,SF,74,14,8,67,38,30,13,10,3,5,5,4,61,35,20,13,10,3,7
1994-429,Stockholm Masters,Carpet,48,M,19941024,046,101964,2,,Goran Ivanisevic,L,193,CRO,23.112936345,2,3317,102338,11,,Yevgeny Kafelnikov,R,190,RUS,20.6789869952,13,1981,7-5 6-4,3,SF,62,20,7,62,40,35,9,11,4,5,5,7,62,25,21,17,11,1,4
1994-429,Stockholm Masters,Carpet,48,M,19941024,047,101414,6,,Boris Becker,R,190,GER,26.9212867899,6,2533,101964,2,,Goran Ivanisevic,L,193,CRO,23.112936345,2,3317,4-6 6-4 6-3 7-6(4),5,F,142,23,8,116,69,62,27,21,3,4,22,9,134,74,59,31,20,5,7
1994-359,Bogota,Clay,32,A,19940912,001,101027,,,Jaroslav Bulant,R,175,CZE,30.392881588,204,200,101475,1,,Carlos Costa,R,183,ESP,26.3901437372,20,1310,1-6 7-6(5) 6-3,3,R32,98,3,4,103,41,32,29,15,7,11,4,5,77,39,30,19,13,4,6
1994-359,Bogota,Clay,32,A,19940912,002,101809,,,Nicolas Pereira,R,188,VEN,23.9534565366,124,369,101416,,,Joao Cunha Silva,R,173,POR,26.7926078029,190,219,6-2 7-5,3,R32,76,6,2,62,38,31,10,10,4,5,0,4,59,44,26,8,10,4,8
1994-359,Bogota,Clay,32,A,19940912,003,101864,,,Fernon Wibier,R,188,NED,23.5455167693,196,213,101574,,,Alejandro Aramburu,R,175,PER,25.5742642026,208,198,6-4 6-3,3,R32,73,2,1,53,38,27,8,9,3,5,0,1,58,52,26,2,10,0,5
1994-359,Bogota,Clay,32,A,19940912,004,101897,8,,Fernando Meligeni,L,180,BRA,23.4195756331,99,468,101641,,,Jose Luis Noriega,R,178,PER,24.9938398357,165,264,6-7(5) 6-3 7-5,3,R32,103,1,1,95,58,43,22,16,5,7,9,5,105,63,47,18,17,3,8
1994-359,Bogota,Clay,32,A,19940912,005,101381,4,,Aaron Krickstein,R,183,USA,27.112936345,45,807,101956,,,Mark Knowles,R,190,BAH,23.022587269,213,196,6-3 6-4,3,R32,65,2,1,54,35,29,9,10,1,2,4,2,52,28,17,14,9,1,4
1994-359,Bogota,Clay,32,A,19940912,006,102110,,,Daniel Nestor,L,190,CAN,22.0205338809,183,230,101745,,,Roberto Jabali,R,190,BRA,24.3258042437,138,332,2-6 6-2 6-3,3,R32,100,7,11,80,44,33,13,13,6,10,4,4,87,59,32,17,12,8,13
1994-359,Bogota,Clay,32,A,19940912,007,101660,,Q,Francisco Montana,R,183,USA,24.8514715948,278,127,102135,,,Emilio Benfele Alvarez,R,183,ESP,21.8234086242,154,287,6-4 7-5,3,R32,85,2,3,73,54,38,9,11,1,2,6,3,84,54,34,13,11,9,12
1994-359,Bogota,Clay,32,A,19940912,008,101120,5,,Karel Novacek,R,190,CZE,29.453798768,30,989,101977,,,Patricio Arnold,R,183,ARG,22.8966461328,193,214,6-2 3-6 6-3,3,R32,80,7,0,76,51,40,12,13,4,6,4,3,79,45,29,17,13,5,9
1994-359,Bogota,Clay,32,A,19940912,009,101991,6,,Mauricio Hadad,R,170,COL,22.765229295,97,475,102219,,Q,Juan Garat,R,180,ARG,21.325119781,397,74,6-3 6-3,3,R32,70,2,3,52,29,23,10,9,1,3,0,7,71,36,20,14,9,7,12
1994-359,Bogota,Clay,32,A,19940912,010,101417,,WC,Mario Rincon,R,,COL,26.7761806982,207,198,101167,,WC,Jaime Cortes,R,,COL,29.1307323751,539,37,7-6(2) 5-7 6-4,3,R32,169,4,1,107,72,40,17,17,5,13,2,2,127,86,49,15,17,13,21
1994-359,Bogota,Clay,32,A,19940912,011,101430,,,Sergio Cortes,R,170,CHI,26.6694045175,144,310,101821,,,Peter Tramacchi,R,185,AUS,23.8439425051,227,179,6-4 6-3,3,R32,71,0,0,61,41,29,10,9,4,5,0,9,64,24,18,15,10,5,9
1994-359,Bogota,Clay,32,A,19940912,012,101230,3,,Andrei Chesnokov,R,188,RUS,28.6078028747,40,846,101731,,,Nuno Marques,L,190,POR,24.4271047228,153,289,6-4 3-6 7-5,3,R32,116,5,4,89,60,38,14,15,5,10,4,8,110,57,39,22,16,9,15
1994-359,Bogota,Clay,32,A,19940912,013,101214,7,,Bryan Shelton,R,185,USA,28.7227926078,106,440,101490,,,Daniel Orsanic,L,183,ARG,26.2532511978,155,286,6-7(6) 6-4 7-6(6),3,R32,147,12,9,112,69,55,24,17,2,4,3,8,125,74,58,22,17,7,10
1994-359,Bogota,Clay,32,A,19940912,014,101368,,,Christian Miniussi,R,185,ARG,27.189596167,221,187,101761,,,Jaime Oncins,R,196,BRA,24.2409308693,169,258,6-0 5-7 6-1,3,R32,98,1,2,74,36,26,20,13,5,9,1,16,80,44,26,8,12,12,20
1994-359,Bogota,Clay,32,A,19940912,015,101495,,Q,Miguel Tobon,R,185,COL,26.2231348392,319,104,102192,,Q,Luis Adrian Morejon,R,178,ECU,21.4592744695,382,80,7-5(3) 6-7 6-1,3,R32,116,3,6,85,46,36,14,13,5,9,1,0,104,69,40,17,13,7,11
1994-359,Bogota,Clay,32,A,19940912,016,101780,,,Alejo Mancisidor,R,183,ESP,24.1177275838,130,350,101409,2,,Jaime Yzaga,R,170,PER,26.8884325804,19,1389,6-2 6-7(1) 6-4,3,R32,120,6,4,91,46,29,21,15,5,11,1,8,100,46,25,23,15,4,13
1994-359,Bogota,Clay,32,A,19940912,017,101809,,,Nicolas Pereira,R,188,VEN,23.9534565366,124,369,101027,,,Jaroslav Bulant,R,175,CZE,30.392881588,204,200,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,018,101897,8,,Fernando Meligeni,L,180,BRA,23.4195756331,99,468,101864,,,Fernon Wibier,R,188,NED,23.5455167693,196,213,7-6(5) 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,019,102110,,,Daniel Nestor,L,190,CAN,22.0205338809,183,230,101381,4,,Aaron Krickstein,R,183,USA,27.112936345,45,807,W/O,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,020,101120,5,,Karel Novacek,R,190,CZE,29.453798768,30,989,101660,,Q,Francisco Montana,R,183,USA,24.8514715948,278,127,2-6 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,021,101991,6,,Mauricio Hadad,R,170,COL,22.765229295,97,475,101417,,WC,Mario Rincon,R,,COL,26.7761806982,207,198,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,022,101430,,,Sergio Cortes,R,170,CHI,26.6694045175,144,310,101230,3,,Andrei Chesnokov,R,188,RUS,28.6078028747,40,846,7-5 6-7(7) 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,023,101368,,,Christian Miniussi,R,185,ARG,27.189596167,221,187,101214,7,,Bryan Shelton,R,185,USA,28.7227926078,106,440,3-6 6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,024,101495,,Q,Miguel Tobon,R,185,COL,26.2231348392,319,104,101780,,,Alejo Mancisidor,R,183,ESP,24.1177275838,130,350,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
1994-359,Bogota,Clay,32,A,19940912,025,101809,,,Nicolas Pereira,R,188,VEN,23.9534565366,124,369,101897,8,,Fernando Meligeni,L,180,BRA,23.4195756331,99,468,6-4 7-5,3,QF,68,6,4,56,34,29,11,11,1,3,4,2,66,39,24,14,11,2,6
1994-359,Bogota,Clay,32,A,19940912,026,101120,5,,Karel Novacek,R,190,CZE,29.453798768,30,989,102110,,,Daniel Nestor,L,190,CAN,22.0205338809,183,230,6-4 6-3,3,QF,57,14,0,45,33,28,9,9,0,0,6,5,58,34,21,13,10,1,4
